overall,vote,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime
5,2.0,True,2016-05-28,A30F303DXH7KM1,B00004TWM6,"{'Size:': ' 1 Pack', 'Package Type:': ' Standard Packaging'}",Amazon Customer,"Used on our trip to the beach.  Haven't developed the pictures yet, but it seems to work even after being dunked.  Going back, I probably wouldn't have purchased this product again, since I ended up also buying a waterproof case for my iphone (http://www.amazon.com/LIFETIME-WARRANTY-Universal-Waterproof-Snowproof/dp/B018FQ4DY4?ie=UTF8&psc=1&redirect=true&ref_=oh_aui_detailpage_o03_s00), which worked really well - plus we got videos too.","Good, but ended up getting waterproof case for phone - more useful",1464393600.0
1,4.0,True,2017-03-24,A3EK7WF4EQDICZ,B00004VX39,{'Size:': ' one size'},Ronald W. Harrison,"On my second hike with this protecting and attaching my Garmin eTrex 30x to my pack, I heard a muffled thump and THANKFULLY stopped to investigate! I found my ~$200 GPS and this case lying in the leaves, next to the trail. The black, metal ring on the back of the case, above the belt clip had pulled the material and stitches holding it to the case completely out, detaching it from the carabiner I had attaching it to my pack. No pressure or stress, other than the light weight (~5 oz?) of the GPS and it failed with less than 10 miles of hiking. The fit and function of this case were fine, but with no way to truly secure it to the pack (I am NOT trusting a belt clip to hold and keep it on my pack!) it seems to be a dangerous proposition for the longevity/retention of your device.",Metal Ring On Back of Case Failed and was Lucky Not to Lose GPS.,1490313600.0
5,,True,2018-03-07,A284KBVQ4OSZR,B00004W3ZQ,{'Size:': ' NA'},TheCheezWhiz,"Product:  Legrand - Wiremold C210 Cord Mate II Kit- Cable Concealer On Wall Cord Cover Raceway, White
I used this to extend data cabling to the opposite side of a room. It was attached to the baseboard trim after wiping it with alcohol and has stayed securely fastened. It holds a heavy-duty coax cable and two Cat-5 data cables without any problem. Just be sure to keep them parallel. Twisted cables would probably make it impossible to properly snap shut the raceway. I wish the kit included more than one inside corner but I won't take off for that.",Sticks well and easily holds one coax and two data cables if kept parallel,1520380800.0
4,,True,2017-04-19,A1619SDXQL4O70,B00004W3ZP,"{'Size:': ' 1 Pack', 'Package Type:': ' Standard Packaging'}",Linda5186,Move my cable across the room. Living in a condo limited where I could put my television and that meant my living room had to be set up just like everyone else's. I ran this right along my baseboard and sliding glass doors it blends right in and is not noticeable at all. I had my reservations but they were not warranted it works great and will blend right into your room.,Put your television anywhere in the room,1492560000.0
5,,True,2017-08-21,A2B1MUUAXTMICJ,B00004WCGF,{'Package Type:': ' Standard Packaging'},James R.,"Another great product by Canon.  Has a waist strap which is helpful while carrying other bags with me.  It can fit on camera with medium lens. i.e. 50mm, 24-70mm not much bigger than that.  Additional pocket in front allows you to carry extra batteries, filters, etc.  I would recommend this if you are looking for a small bag to carry your camera on hikes.  Clasp on the front makes me feel a little more secure in areas where I have to be cautious.",Canon Deluxe Gadget Bag,1503273600.0
5,,True,2017-08-20,A3VRKOFO2U4BTC,B00004WCGF,{'Package Type:': ' Standard Packaging'},Rick Patrick,"I got this compact bag to hold my Canon SL-1 two-lens kit after becoming disenchanted with my previous purchase, the Canon 9320A023 100ES Shoulder Bag.  I liked the previous bag but found the lack of a zippered secure compartment for small items such as SD-cards to be a problem (I lost two brand new SD cards within weeks of purchase when I carried them in the front storage flap.  I decided that I could not afford to be worried about losing smaller items (even the batteries for the SL-1 are small) so I did some research and bought this bag and it has exceeded my expectations for a bag in this price point.  I am able to stow and quickly access the camera with standard lens and hood attached, plus my 75-300 telephoto zoom in its own padded compartment and have an additional compartment for the battery charger, another lens like my nifty-fifty, or even a canon speedlight, although the 580-EX II is a tight fit.  Since I often use the built-in flash I'll rarely carry the external flash anyway.

The main compartment can be zippered securely and there's a very easy to use buckle closure that would suffice for keeping things safe while working from the bag.  If I were traveling I'd keep it zipped but if I'm wanting quick access to the camera or other lenses I'll use only the buckle.

There is a zipper compartment in the top flap perfect for the SD cards and remote control or microfiber cloth.  The front zippered compartment has two pockets for the charger and extra batteries and there is another zippered  compartment in the inside front that will also carry those small, thin, easy-to-lose items safely.

The shoulder strap is well made and padded and there is a hidden waist belt with clip closure stowed inside the back of the bag.  Using the shoulder strap plus the waist strap I'd feel very safe bicycling with this bag, and the small size and weight of the kit means doing so would not be dangerous or tiring.

I'm not worried that it has the small Canon logo on it--it is obviously a camera bag--and it is quite attractive.",A Great Little Bag for Compact SLR and Accessories,1503187200.0
5,3.0,True,2017-02-02,A3CH1V5IKNDVR1,B00004WCGC,,Monty,"I'm not a professional photographer; I just think I am sometimes.  I've read the salty reviews about this bag and don't quite understand them.  In the main compartment I'm able to pack:
Canon T6 1300D)
Canon EF 10-22
Canon EF 70-300
Canon EF-S 18-250
Canon EF 75-300
Canon EF 55
Canon EF-S 18-55
GoPro Hero 4 Silver
Spedlite 430EX II

The bag features padded horizontal dividers so that the lenses with the shorter focal lengths can be stacked in one compartment.  The camera compartment also has removal dividers (I've revived the divide so that I can store the camera body with a lens attached).  I still have a xomprrment to spare!!!!  I store hoods reversed in the same compartment as its lens.
There're enough pockets for accessories and must haves.  The bottom has straps that I use for secure attaching my monopod and tripods. If the bag were any larger it'd be unwieldy and too heavy to be practical.

The bag is well-ll built.  Provides security and easy access.  It's professional and very nice looking.",Just enough bag for just the right amount of stuff.,1485993600.0
4,2.0,True,2016-02-08,A29UKZ4IR8SVO6,B00004WCID,{'Package Type:': ' Standard Packaging'},Blane,"So I really like this remote used on my Canon T3i DSLR, it is made by Canon after all. My only recommendation would be if they made the chord slightly longer for a more one-man-show type of approach. Currently I see this remote as only really useful for situations where you don't want minimal shaking when pressing the shutter on the camera. You can easily purchase&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Steren-12-feet-2-5mm-Male-To-2-5mm-Female-Extension-Cable-Stereo/dp/B00291DM9O/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Steren 12 feet 2.5mm Male To 2.5mm Female Extension Cable - Stereo</a>&nbsp;or something similar to help, but it would be nice if Canon just made this 6ft instead or something.

Pros:
- solid build quality
- shutter doesn't click, but has very satisfying travel when pressed
- shutter
- 2.5mm connection feels secure

Cons:
- chord too short",So Easy Even A Caveman Can Use It...Unless He's Taking A Selfie,1454889600.0
5,,False,2016-10-19,A87TZDR39N158,B00004Z10L,{'Size:': ' 2'},Kelli B,"I am very impressed with these!!

I got this Two Pack of Premium Lashing Straps by Vault Cargo Management for my husband. He is always in need of extra straps, since we haul all sorts of stuff. These straps are 12 feet long, 250lb working load limit and a 750 lbs breaking strength. The straps are made of industrial strength webbing material. The buckles are coated in zinc to prevent them from rusting, and keeping them strong. My husband has a few different pairs of straps, and these feel and look a bit stronger and more sturdier. You can tell they are a great quality strap. He is using them for all sorts of things, including strapping down our bikes when we go camping, firewood, small furniture, and some large kid toys. These are the perfect size to keep in your truck or car, because you never know when you will need straps to tie and secure something. We also plan to get another pair and keep in our 5th Wheel. We are very happy with these straps and would recommend them to anybody!
I received these at a highly discounted price",Great product,1476835200.0
5,,False,2016-10-05,A3DWW9O4PFV1WP,B00004Z10L,{'Size:': ' 2'},RBriggs,"I use these to tie down landscaping and small loads of lumber and they work great. I originally purchased ratchet tie down straps with hooks, but when trying to secure lumber, they always left enough slack that if I didn't secure the sides, they were at risk of sliding out. The hook on these straps has teeth that grab the strap when pulled in the opposite direction which allows you to pull tight without losing a tight grip. I would definitely recommend these as the best solution for a secure hold.",Better than ratchet tie downs.,1475625600.0
3,,False,2016-09-19,A1DBERZPTT52EJ,B00004Z10L,{'Size:': ' 2'},Linda W,"Maybe I am pickier than others but my profession is to order lifting and handling equipment for my department so I know what I am looking for. While these are advertised as premium lashing straps, rated at 250 lbs, I would not consider them premium but just a middle of the road grade to use for tie down straps. I don't know how they are testing them for a 750 lb breaking strength as there is no certificate of compliance that states they preformed a break test on this lot of nylon to make these lashing straps. They would have to do that with each new lot of straps made and give you that certification. These do not appear to be heavy duty but they will work for common every day uses but I would not trust them to hold a load in the back of your truck. Go with something more heavy duty. I personally wouldn't go any heavier than around 150 lbs with these, though they would probably hold more.

Don't use these like the other reviewer with the cinder block pictures either. Make sure you put chaffing around the corners where the straps will touch or you will eventually end up cutting these with wear and certainly lose your load. Make sure you know the proper techniques before securing your load. I don't think these are a bad strap but there are certainly many more out there that are much better and that I would feel safer with. They do work as stated so that at least warrants 3 stars for me but I expected better.",Can't trust the breaking strength and quality lacks for me to feel safe but they work for common household use.,1474243200.0
5,2.0,True,2018-02-19,A1SSI86YB5QATA,B00004Z7G9,{'Product Packaging:': ' Standard Packaging'},Chip Thome,"These are like wearing a C-Clamp on your head, but so what?
They're built like a tank and as heavy as one too !!!
The thing is, there's a huge reason these are still around exactly as they were when I was a kid.
They just plain rock and do what you bought them for, great sound from over the ear headphones!
These were quite pricey 50 years ago. In comparison today they are an absolute steal!
I have owned Koss headphones in the past, had some warranty work done by them, and their service is top notch!
There's no reason these won't go another 50 years for my great grandkids to fight over!",It only took 50 years but finally got my Pro4AAs !!!,1518998400.0
5,,False,2017-12-05,A31MLC2EWEPZ8K,B00004Z7G9,{'Product Packaging:': ' Standard Packaging'},Bruin69,"Classic ugly looking headphones, no one is going to steal them from you.  They provide good sound isolation, hold up well, and have a decent price point.  We use a few sets of these for video editing on our workstations.  Koss has a lifetime warranty on these.  Give them a check for postage and they'll repair them.  In my case the cord went bad and they sent a new pair out for under $10.  One of the best companies to speak with on the phone.  Easy to get replacement ear pads for their headphones.  Wish they came with a 1/8 plug instead of the 1/4.",Great company to deal with,1512432000.0
4,27.0,True,2017-02-17,AXCWZ8HUF332W,B00004Z7G9,{'Product Packaging:': ' Standard Packaging'},Brett Buck,"I bought these headphones to replace my 43-year-old Pro 4AAs, which just gave up the ghost (open left voice coil). I got one-day delivery so I could more easily compare the new and old.  My new Pro 4AAs also changed sound *very rapidly* as they were played a bit. Straight out of the box, they were buzzy and harsh.  I am glad to say, after a few minutes to an hour, they sound very much like the older model  more-or-less exactly what it was in 1974. This is a 90% good thing with the traditional good and bad points of the Pro4AA - very flat response out the high end, slight cavity resonance coloration, and slightly rolled-off very low bass, where it just can't quite make it. And of course, the amazing weight and pressure -they made people a lot tougher in the good old days; pros would wear these things for 8 hours straight, and they are built to take heavy-duty pro use.

Compared to other more modern headphones, and my reference Grados, they are much more balanced than many current bass-boosted headphones, like the Sony MDR-70 and kin (mildly overdone), and even more so, the over-the-top overboosted Beyerdynamic DT1350. I swear, after a few sessions with the Beyerdynamic, they could be more crazy overkill bass than the execrable Beats, although much, much tighter. The Koss has, of course, much more isolation than the open-back types of any kind, but interestingly, let through more outside noise than the Supra-aural Beyerdynamics.

  Portability - forget it. They are heavy, don't fold or stow neatly, and take every bit of voltage the typical iPod pr iPhone can throw. They aren't hard to drive in terms of current at 250 ohms (compared to something like the 32-ohm Grado) but they aren't very efficient, so for me, just short of wide open is a good listening level - again, just like the originals. Plan on an external amplifier if you use a portable music player. Hard to fault the people at Koss for that one - back in 1970, the entire computing power of the human race was about what you get in an iPod Nano, and people listened to stereo on component systems that were still about 50% tube driven.

  For what you get, the price is definitely right. As I recall, I got my originals at a pretty good sale price of around $35 in 1974-75. After extremely extensive use for about 40 years, they were repaired for free and $9 shipping under the lifetime warranty. Now, they are $75 and have a slightly less lavish limited lifetime warranty. They are more neutral than most other $75 headphones and built like a main battle tank for decades of use. You aren't going to go running with them, unless you want a severe neckache, but if you want some very good and very reasonably priced high-quality home stereo headphones, these are a pretty good choice even after all these years.",Just like the good old days,1487289600.0
4,10.0,True,2016-06-07,ALEFHMM41FOVJ,B00004Z7G9,{'Product Packaging:': ' Standard Packaging'},F. Sapone,"I go through headphones quite a bit and I was getting tired of cheap cans with wire fray.  I also own a few 1960s amplifiers (tube and solid-state) and I wanted to pair them with some headphones that matched the look and style.

These are great headphones.  They are heavy and the plastic is very tough.  I don't think you'll have to worry about breaking them any time soon.

These headphones also sound great!  The cups really do help to cancel out any outside sounds.  It takes a bit to get used to as these really do seal off a lot so if you wear these for extended periods of time your ears will get a bit sweaty.  These headphones also require a break-in period.  I had some problems on the first day with them sounding a bit off.  Very narrow imaging and the bass was actually really boomy to the point that I could feel it vibrating in my jaw and was giving me a headache.  After defeating it a bit with an EQ for a few hours the headphones finally equalled out and now they sound excellent.  These headphones do have a bit of a sweet spot.  If you're a short person like me (5'5"") you might have some wiggle room with the cups.  Get them right or the bass will be a bit more overpowering on one channel compared to the other.

The headphones are a bit revealing too.  If you are using these with a turntable and the azimuth is slightly off these headphones will make it obvious.  If you have an old amp with rumble switches and/or low-pass filter switches and one side of the switch is a bit dirty the bass respone will be very obvious to this.  So be ready for that as well.

These headphones aren't for walking around the house in or jogging.  These demand you sit down and enjoy it.  So don't expect to buy these and walk around the street in or work with.

Other than that, great headphones!  Exactly what I was looking for!

EDIT: A year later and I have still been using these headphones quite literally every day for at least an hour.  They worked great until a lightning crack hit and blew out the right driver in the process.  I exchanged the headphones per Koss' warranty program.  It only cost me like $9, they even called when they received the package and shipped it priority three day express.  Great customer service, great headphones.  Thanks Koss!","Great headphones, a bit sensitive to revealing flaws in old equipment.",1465257600.0
3,3.0,True,2016-05-30,A2N9BYCOQZLMU1,B00004Z7G9,{'Product Packaging:': ' Standard Packaging'},gray vegan,"I had to send these back. Where as the sound quality is good (flat response, so you will need to EQ), like other reviewers, I agree that the  mesh covering the speakers is horribly uncomfortable. I prefer over the ear cups. but the mesh was a problem within two minutes of putting them on. Bummer because they do sound good. As far as modifications go, well, that will void any warranties.",I wanted to love them.,1464566400.0
1,,True,2017-09-03,A1VRN1HZNIHWQY,B00004ZCC1,{'Size:': ' 58mm'},laura,"It never once occurred to me that by putting it on there was no guarantee that I could get the filter off again. And this is not an isolated incident. I Googled it. And apparently it's very common. So common, in fact, people have had to send lenses back to the manufacturer to get the circular filter removed.",Beware of sticking problem.,1504396800.0
5,6.0,True,2017-05-27,A2BHIERY9IBPBF,B00004ZCC1,{'Size:': ' 77mm'},Nichole,"The main annoyance, and the only one i found to be, is getting the polarizer on and off. By the time you mess around with it and get it securely on, you have just as much difficulty getting it back off. Besides that fact it actually works really well. I had just bought a new lens, we all know how expensive that can be, so i wasn't particularly interested in buying a polarizer for another $80. And because i found this so much more cheaper, i probably never will again, i have attached some photos below of the difference between the two price ranges. I don't see enough of a difference, personally, to warrant the extra money on the more expensive one.

One is on my kit lens, with an 80$ polarizer. And the wide angle lens is the one with this polarizer",The good n' the bad,1495843200.0
3,,True,2016-07-06,A27MD78O3N858V,B00004ZCC1,{'Size:': ' 58mm'},Jo Grazide,"I use this type of filter on all my lenses. It makes a big difference to my mind. I like the deeper colors and haze reduction it gives. While it is an excellent product, when I screwed it on over my UV lens (my method) - it seemed a bit tight. It's still new and maybe it just needs to be rotated some more? Or is it just secure from moving once you set it? I found that as far as performance, it was just fine. I don't generally mess with it once I set it. Otherwise, great product and for me no problems. Recommended!",Makes a big difference in my photos!,1467763200.0
5,,True,2017-12-28,A1C3KNWCOHX4LH,B00004ZCJI,"{'Size:': ' 58mm', 'Package Type:': ' Standard Packaging'}",Marguerite Fenton,"It's a filter.  I purchased it to protect my lens. It works great.  As with all filters, the drawback is that the lens cap does not fit on as securely. I wish someone made a filter that had a little deeper lip on it so the lens cap fit on as well as it fits the lens without the filter.",It works great. As with all filters,1514419200.0
5,,True,2017-09-26,A9U566URTBXZU,B00004ZCJI,"{'Size:': ' 52mm', 'Package Type:': ' Standard Packaging'}",CWS,"A decent, low cost lens filter. As mentioned in another review, lens filters can be costly and I'm sure there must be some benefits to those. But, for my photography I just don't realize the differences I guess.

This filter protects my lens, offers decent clarity without any noticeable distortion, and it appears to be well made. The glass is thin, coated, and the mounting ring holds it securely, with no looseness.  It threads easily into my lens and is snug.",Decent,1506384000.0
2,,False,2017-07-31,A2J5I4ISIPA8K0,B00004ZCJI,"{'Size:': ' 72mm', 'Package Type:': ' Standard Packaging'}",Momof2,it cracked within 2 months - it was on the camera and we took the camera on a trip with us as part of my carry on luggage. plus it was in a canon camera bag with loads of padding and protection and it still cracked!!  going to see if the 10year warranty is honored either by Tiffen or Amazon,cracked in 60 days!,1501459200.0
5,2.0,True,2017-03-04,AO7Q3ARLX7FPH,B00004ZCJI,"{'Size:': ' 52mm', 'Package Type:': ' Standard Packaging'}",Casey Engelbrecht,"Very nice UV protector. The thing that attracted me to this is the warranty they offer. Most Canon lenses have a hard time keeping a lens cap on, so this is the best alternative. Then you also have the added bonus of blocking out those extra reflections!",Very high quality!,1488585600.0
4,,True,2016-11-03,A1CQF71XR9F293,B00004ZCJI,"{'Size:': ' 49mm', 'Package Type:': ' Standard Packaging'}",Amazon Customer,nice and cheap but the plastic holder it comes in should have come with 2 foam inserts (both sides of the filter) so the filter is better secured...especially while in transit.  it rattles around but this should be of little concern if the filter stays on the lens full time...or you have another holder for the filter when off the lens.,nice and cheap but the holder needs help,1478131200.0
5,,True,2018-03-03,ADHPGYQ16GVCX,B00004ZCLV,{'Package Quantity:': ' 1'},Scott H.,"Needed these photo corners to help secure 4 x 6 pictures in a collage photo frame. Stuck the corners to the back of the matte, inserted the pictures, and voila! Pictures now held in place. Easy to dispense and use.",Easy to use,1520035200.0
5,21.0,True,2016-06-11,ASEAA7K44MZUZ,B00004ZCLV,{'Package Quantity:': ' 1'},TheHobbyGuy,"These photo corners are excellent to use with anything under 8.5""x11"". They are exceptionally useful for 4x6 photos. I use these photo corners to attach artwork or a picture to the backing board of my frame. This allows for a secure fit in the frame. At the same time it allows for easy extraction of the artwork or the photo with zero damage, since nothing is actually sticking to it.

Each photo corner is a 1/2""x1/2""x3/4"" triangle. Again this a bit small for any artwork over 8.5""x11"".

For bigger artwork or photo prints I use:&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Lineco-Self-Adhesive-Polypropylene-Mounting-Corners-1-25-34-Clear-256-Pkg-Full-View/dp/B002I7P3PA/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Lineco Self-Adhesive Polypropylene Mounting Corners - 1.25"" Clear (256/Pkg.) Full View</a>

Pros:
*Acid free
*Stick well
*Easy to install

Cons:
*None

Additional Considerations:

Overall: 5/5 stars (>=.5 rounds up, <.5 rounds down) => 5 stars

If you have any further questions regarding the product in my review please leave a comment below and I will get back to you as soon as possible.",Great photo corners for smaller photos and artwork,1465603200.0
5,,True,2016-05-05,A3QVAVJEBPMGBB,B00004Z8GN,,David P.,"I purchased this battery for my APC Smart-UPS 1500, that needed a new battery after 4 years.  I hot-swapped the battery and it works great.  The battery is a legitimate APC product and was purchased from Amazon directly.  Those who say this isn't an APC product don't understand that APC doesn't manufacture batteries, they purchase other brands and place their label on them, and provide a warranty and instructions.",Good battery,1462406400.0
5,,True,2017-12-28,A1C3KNWCOHX4LH,B00004ZCJJ,,Marguerite Fenton,"It's a filter.  I purchased it to protect my lens. It works great.  As with all filters, the drawback is that the lens cap does not fit on as securely. I wish someone made a filter that had a little deeper lip on it so the lens cap fit on as well as it fits the lens without the filter.",It works great. As with all filters,1514419200.0
5,,True,2017-09-26,A9U566URTBXZU,B00004ZCJJ,,CWS,"A decent, low cost lens filter. As mentioned in another review, lens filters can be costly and I'm sure there must be some benefits to those. But, for my photography I just don't realize the differences I guess.

This filter protects my lens, offers decent clarity without any noticeable distortion, and it appears to be well made. The glass is thin, coated, and the mounting ring holds it securely, with no looseness.  It threads easily into my lens and is snug.",Decent,1506384000.0
2,,False,2017-07-31,A2J5I4ISIPA8K0,B00004ZCJJ,,Momof2,it cracked within 2 months - it was on the camera and we took the camera on a trip with us as part of my carry on luggage. plus it was in a canon camera bag with loads of padding and protection and it still cracked!!  going to see if the 10year warranty is honored either by Tiffen or Amazon,cracked in 60 days!,1501459200.0
5,,True,2017-03-04,AO7Q3ARLX7FPH,B00004ZCJJ,,Casey Engelbrecht,"Very nice UV protector. The thing that attracted me to this is the warranty they offer. Most Canon lenses have a hard time keeping a lens cap on, so this is the best alternative. Then you also have the added bonus of blocking out those extra reflections!",Very high quality!,1488585600.0
4,,True,2016-11-03,A1CQF71XR9F293,B00004ZCJJ,,Amazon Customer,nice and cheap but the plastic holder it comes in should have come with 2 foam inserts (both sides of the filter) so the filter is better secured...especially while in transit.  it rattles around but this should be of little concern if the filter stays on the lens full time...or you have another holder for the filter when off the lens.,nice and cheap but the holder needs help,1478131200.0
5,,True,2018-04-16,A1C4RFO8PFNEDW,B0000510R4,{'Style:': ' 4 Outlet'},joe parziale,"These are built like tanks. I wish the plugs were spaced a bit further away because of those big giant box transformer plugs (wall warts).

But aside from that you are getting a really nice product that will protect your equipment. The cheaper $20 units are just not the same quality and in a decent surge or storm are less likely to hold up.

The let through voltage is as low as you can get at 330 and is the same on all three prongs. Some units advertise a low let through voltage but they don't tell you it is only on ONE of the prongs! Not all three. Which is basically useless.

Don't buy into the warranty, if your stuff breaks you will not be reimbursed, it just isn't going to happen. BUT if it breaks they will replace the unit itself.",Built like a tank.,1523836800.0
5,,True,2017-04-04,AIFX426FEM27P,B00005108J,{'Color:': ' Red'},MLT,"Liked it enough to buy two more.  Be warned that (as with virtually all of these sold by anyone anywhere) the adhesive is not very good, but there is ample space between a few of the LEDs to throw a piece of Gorilla tape across it to hold it securely in place.  I put three of these behind my monitor and ran them into a USB multiplier, then plugged that into the USB slot in the back of the monitor.  When I turn on the TV, instant back-lighting.  I find that it eases eye strain (giving my eyes something to focus on at a slightly different distance when I'm playing in a darkened room).",So good I bought more.,1491264000.0
5,,True,2018-02-21,AR68A3P4EULQI,B0000510R4,{'Style:': ' Direct Plug-in 2 Outlet'},L. Anderson,"My Treadmill desk apparently was sending dirty electrical signals back into the 110V power circuit used by my routers and modem.  After ruling out other problems (including adding a whole house DSL filter), finally ordered this and now my internet is full speed again!  Industrial looking high quality.

In fact, it is a bit heavy and comes with a metal clip that can be used to hold it to the outlet - complete with a warning that doing so is illegal in some countries.  I'm not sure why, or whether there is a better way to attach it securely to the wall outlet, but for now I simply push it back in snuggly whenever it appears to be creeping out.",Solved my internet problem by plugging treadmill into this.,1519171200.0
5,2.0,True,2016-05-01,A3S908RYTKU6FD,B00005111M,,DB,It's a gender changer - period.  They don't make VGA 'Extension' cables so this is it.  Solid manufacturing and allows VGA cable to secure to the coupling.  Keep extra of these for your legacy systems.  I use it for a KVM setups.,Works as Intended,1462060800.0
4,,True,2016-02-05,A38HJ96SG8ZZHX,B00005108J,{'Color:': ' Red'},Raymond Hatfield,For the price its great. I have this placed under my desk to light up my computer keyboard. I need a pretty dark area to edit photos so the accent lighting is fantastic and functional. My only concern is that the adhesive backing won't last. Ive had to tape it in place to ensure it doesnt slack.,For the price its great. I have this placed under my desk to ...,1454630400.0
5,,True,2017-12-21,A1EX0V2DWAL8BE,B0000510R4,{'Style:': ' 6 Outlet'},etm,"This is a classic, high quality, reasonably priced American product guaranteed for life! Also, if protected equipment is damaged by surge they pay you $$$! Check out their warranty. All my equipment is powered through isobars/Tripp-Lite (Trippe mfg co.) for years. This is a great American product.","Great quality american product - The Classic ""isobar Tripp-Lite"" by Trippe Mfg. Co.",1513814400.0
5,,True,2017-05-23,ADEKBGVN6Z33D,B00005111L,"{'Style:': ' 8 Outlet, 15ft Cord'}",Vicw,"I'm beyond very happy with the Tripp Lite power strip. I had a serious problem with 5 Voltage Adapters (wall worts) that I had to connect to my new Tripp Lite UPS. The power output plugs on the UPS were mostly stacked as close as possible together, which made it impossible to plug them in directly. My first attempt at a solution was to use short power cables, and a couple of Y power cables to help me plug in all of the adapters plus a couple of direct AC plugs. It worked, but resulted in a mess, with all of the adapters in an unsightly pile on the floor, as shown in the first picture, and no way that I could see to clean it up.

Scanning through Amazon for a solution to my problem at 3 in the morning, I came across the Tripp Lite 8 Outlet Bench & Cabinet Power Strip. While I would have preferred that they had oriented the receptacles with the plugs perpendicular to the length of the strip, I was confident it would accommodate my adapters, which it does, with one outlet to spare.

I really appreciate that they included of a sturdy shield for the power switch, to prevent inadvertent power losses. The unit is built to industrial standards, encased in solid aluminum all around, and the receptacles fit tightly to the adapter plugs, so there is no risk of fallout. The strip does not include a surge protection device, so it it ideal for attaching to a UPS system.

With the addition of the power strip, I was able to clean up the installation, and also get everything off of the floor. The second pic shows the end result.  The only thing I wasn't pleased with was the 15 ft AC power cord. I could have ordered the one with a 6 ft cord, but the listing showed it costing at least $10 more than the 15 foot  model - I didn't understand the logic of that pricing at all.  I was going to just leave the power cord in place, but decided to bite the bullet and cut it short. I added a good quality Hubbell power plug.  I know that I probably violated the lifetime warranty, but I seriously never expect to need it.",Perfect Solution to my Wall Wort Dilemma,1495497600.0
1,2.0,True,2017-09-03,A1CHB8PIZFYIM2,B0000510R4,{'Style:': ' Direct Plug-in 2 Outlet (Black)'},DudeWheresMyCode,"My home theater sub woofer rattled this out of the wall...it's pretty heavy for a wall outlet.  So when I put it back in I noticed that the plug end was sticking out from the case...well because it was broken.  The plug assembly on the inside is flimsy plastic and the screw housing was broken.  So I decided to just use the bracket that comes with it to secure it to the socket, but the securing screw was too long for the screw hole it needed to go into...I had to shave down the screw so it would tighten securely.

Not a fan even though many others are having great success with this product.",This should have been better,1504396800.0
5,,True,2017-05-07,A31HOWJKEIY037,B0000510R4,{'Style:': ' Direct Plug-in 2 Outlet'},Irwin Electronics,"Items like this are an insurance policy. You hope you never need them. Then, when the time comes, you hope thy pay off!
I live in Phoenix, and we get some nasty thunderstorms during our Monsoon. I haven't purchased quality surge protectors in years. I've read that they do wear out over time, and should be replaced. Instead of buying all new protectors, I decided it would be less expensive to keep what I have, and simply ADD these to the wall outlet. Plus, these have a lifetime warranty. If they ever stop working, I assume the indicator will go out to alert me, and Tripp Lite will replace them. Plus, I would think that having these in addition to my existing surge protectors adds a second layer of protection. Should one take a hit and fail, hopefully the second will protect my equipment until either one, or both, shut down the power completely if necessary. At $20 each, what have you got to loose? I'd much rather replace a $20 protector than a $400 TV.",Time Will Tell,1494115200.0
5,2.0,True,2017-04-13,AY92VR1Y889H2,B0000510R4,{'Style:': ' 6 Outlet'},imjustmatthew,I've bought tons of these for various clients. It's a great product and Tripplite stands behind it with free warranty replacements when the inevitably die. I love that the protection status indicator actually warns when the surge arrest components are failed so you can replace the surge suppressor.,It's a great product and Tripplite stands behind it with free warranty ...,1492041600.0
5,,True,2017-01-10,ALL1VM2AMVUTC,B0000510R4,{'Style:': ' 4 Outlet'},Electronics for Dogs,"This is close to the ultimate in surge protectors, well built and designed to protect your equipment from the worst.  It features separate filters from the left and right pairs of outlets, which could be useful if you have any equipment with little or no line filtration of its own.
(Or for that matter, if you need to run electric saws or vacuum cleaners on the same surge protector as your computer, though it's better not to.)

I like the fact that it has indicators to show that power is present, that surge protection is working properly and whether the outlet is wired properly (that one lights up only if it is not wired properly).  After having had a 10KV surge damage some of my equipment (the consequence of a truck hitting a nearby utility pole), I think the peace of mind and the equipment protection guarantee are well worth the money.  I will probably buy more of these, but at least one of them in a configuration with more outlets.",A well-designed and sturdy surge protector,1484006400.0
5,,True,2016-12-06,A2VVDDP2ULZL9E,B0000510R4,{'Style:': ' 4 Outlet'},Practical,"Although a bit over-priced considering the components involved, this surge suppressor is built like a tank with superior power line protection.  Paying $25.00 for an inferior surge suppressor is money wasted when a bit more gives you the specs, protection, and a real lifetime warranty like this Tripp Lite unit offers.","If you spent appreciable money on your electronics, this unit is easily justified...",1480982400.0
5,,True,2016-10-11,A29ZO7EB4NTC07,B0000510R4,{'Style:': ' 8 Outlet'},"Will England, Overland Park KS","They only last 25 or 30 years, but they do have a lifetime warranty, so the extra few dollars for this is worth it.  I've got 6 or 7 of them around the house.  I've had one fail, and the company replaced it promptly with no hassle.  Solid steel construction, heavy wiring inside, discrete components to protect your electronics.  The only surge suppressor worth buying.",Only lasts 25 or 30 years.,1476144000.0
